Block_Name,Block_Nr,exp_subject_id,rec_session_id,session_nr,Task_Name,Task_Nr,times,Trial_Id,Trial_Nr,variable_name,values,
block_1,1,110519,117790,1,testing,4,1601369969660,3,1,XYGaze,534.027007312506,125.085871445925
block_1,1,110519,117790,1,testing,4,1601369969726,3,1,XYGaze,551.151236366105,146.76251706842
block_1,1,110519,117790,1,testing,4,1601369969773,3,1,XYGaze,576.610337418383,133.50711906099
block_1,1,110519,117790,1,testing,4,1601369969819,3,1,XYGaze,536.42241453396,162.048390178958
block_1,1,110519,117790,1,testing,4,1601369969874,3,1,XYGaze,565.479817535249,127.438414918203
block_1,1,110519,117790,1,testing,4,1601369969931,3,1,XYGaze,583.4219345135,158.221040230158
block_1,1,110519,117790,1,testing,4,1601369969983,3,1,XYGaze,560.377523737351,118.396376702295
block_1,1,110519,117790,1,testing,4,1601369970053,3,1,XYGaze,576.472035202301,148.206227767514
block_1,1,110519,117790,1,testing,4,1601369970107,3,1,XYGaze,555.798563648651,197.424329850946
block_1,1,110519,117790,1,testing,4,1601369970156,3,1,XYGaze,572.677606563393,180.056567359479
block_1,1,110519,117790,1,testing,4,1601369970210,3,1,XYGaze,614.195677522101,259.672604295286
block_1,1,110519,117790,1,testing,4,1601369970252,3,1,XYGaze,596.870680018967,206.200074883996
block_1,1,110519,117790,1,testing,4,1601369970291,10,2,XYGaze,,
block_1,1,110519,117790,1,testing,4,1601369980163,10,2,XYGaze,583.828026756473,391.227554398321
block_1,1,110519,117790,1,testing,4,1601369980215,10,2,XYGaze,601.695122529053,392.488968011872
block_1,1,110519,117790,1,testing,4,1601369980272,10,2,XYGaze,582.266099327824,406.009950901737
block_1,1,110519,117790,1,testing,4,1601369980320,10,2,XYGaze,615.715557521671,373.549764644888
block_1,1,110519,117790,1,testing,4,1601369980370,10,2,XYGaze,549.188204117075,390.014805190357
block_1,1,110519,117790,1,testing,4,1601369980415,10,2,XYGaze,529.272931903345,383.867993565542
block_1,1,110519,117790,1,testing,4,1601369980468,10,2,XYGaze,395.003318579017,174.429009386521
block_1,1,110519,117790,1,testing,4,1601369980513,10,2,XYGaze,376.290620120104,174.075692469242
block_1,1,110519,117790,1,testing,4,1601369980567,10,2,XYGaze,383.969028792675,158.853024755345
block_1,1,110519,117790,1,testing,4,1601369980614,10,2,XYGaze,384.201709339736,166.538612106721
block_1,1,110519,117790,1,testing,4,1601369980670,10,2,XYGaze,345.8863908071,169.703395617919
block_1,1,110519,117790,1,testing,4,1601369980713,10,2,XYGaze,368.923048857043,152.515958081403
block_1,1,110519,117790,1,testing,4,1601369980773,10,2,XYGaze,371.976339091728,152.787570461561
block_1,1,110519,117790,1,testing,4,1601369980820,10,2,XYGaze,387.867119281841,143.603830496164
block_1,1,110519,117790,1,testing,4,1601369980878,10,2,XYGaze,355.969033451504,162.061486792677
block_1,1,110519,117790,1,testing,4,1601369980943,10,2,XYGaze,398.498464827093,150.748581865124
block_1,1,110519,117790,1,testing,4,1601369980984,10,2,XYGaze,356.482515766573,185.802911479981
block_1,1,110519,117790,1,testing,4,1601369981036,10,2,XYGaze,385.828041183389,146.624190162127
block_1,1,110519,117790,1,testing,4,1601369981085,10,2,XYGaze,380.49015339355,173.049309602196
block_1,1,110519,117790,1,testing,4,1601369981138,10,2,XYGaze,400.788037459733,176.519981678766
block_1,1,110519,117790,1,testing,4,1601369981201,10,2,XYGaze,396.190177014627,154.809893165673
block_1,1,110519,117790,1,testing,4,1601369981257,10,2,XYGaze,363.24200417169,167.501845130101
block_1,1,110519,117790,1,testing,4,1601369981301,10,2,XYGaze,387.735656254164,170.805594406797
block_1,1,110519,117790,1,testing,4,1601369981348,10,2,XYGaze,381.83423909186,167.126612564415
block_1,1,110519,117790,1,testing,4,1601369981401,10,2,XYGaze,393.843137916231,159.860589052308
block_1,1,110519,117790,1,testing,4,1601369981455,10,2,XYGaze,362.525062174102,154.704898044029
block_1,1,110519,117790,1,testing,4,1601369981505,10,2,XYGaze,362.211792778824,166.303248042369
block_1,1,110519,117790,1,testing,4,1601369981551,10,2,XYGaze,423.970299855617,160.080592719234
block_1,1,110519,117790,1,testing,4,1601369981625,10,2,XYGaze,375.062652483427,153.400166998677
block_1,1,110519,117790,1,testing,4,1601369981671,10,2,XYGaze,373.588474064143,148.722064911444
block_1,1,110519,117790,1,testing,4,1601369981715,10,2,XYGaze,379.200089876582,168.429288149713
block_1,1,110519,117790,1,testing,4,1601369981778,10,2,XYGaze,383.347526805132,149.085103599245
block_1,1,110519,117790,1,testing,4,1601369981814,10,2,XYGaze,354.725992441102,165.751759777108
block_1,1,110519,117790,1,testing,4,1601369981872,10,2,XYGaze,377.924359027013,158.212012871815
block_1,1,110519,117790,1,testing,4,1601369981935,10,2,XYGaze,372.085383407952,171.579364010935
block_1,1,110519,117790,1,testing,4,1601369981983,10,2,XYGaze,394.269019363201,133.646223708925
block_1,1,110519,117790,1,testing,4,1601369982041,10,2,XYGaze,383.565874684794,150.82456444588
block_1,1,110519,117790,1,testing,4,1601369982088,10,2,XYGaze,383.975238380704,159.827826685646
block_1,1,110519,117790,1,testing,4,1601369982140,10,2,XYGaze,381.163850486832,148.630513609608
block_1,1,110519,117790,1,testing,4,1601369982187,10,2,XYGaze,379.918044172815,145.363943161038
block_1,1,110519,117790,1,testing,4,1601369982237,10,2,XYGaze,358.845677572655,142.91084880507
block_1,1,110519,117790,1,testing,4,1601369982281,10,2,XYGaze,346.660453607492,160.304262882472
block_1,1,110519,117790,1,testing,4,1601369982345,10,2,XYGaze,402.498056773067,166.585915464435
block_1,1,110519,117790,1,testing,4,1601369982415,10,2,XYGaze,388.325974505402,153.887199925373
block_1,1,110519,117790,1,testing,4,1601369982473,10,2,XYGaze,368.762204478453,156.529216059083
block_1,1,110519,117790,1,testing,4,1601369982522,10,2,XYGaze,387.721138410184,147.715278356123
block_1,1,110519,117790,1,testing,4,1601369982569,10,2,XYGaze,368.958417584087,174.699344048267
block_1,1,110519,117790,1,testing,4,1601369982619,10,2,XYGaze,426.767441497828,137.198878087488
block_1,1,110519,117790,1,testing,4,1601369982675,10,2,XYGaze,378.399583860369,171.702427737508
block_1,1,110519,117790,1,testing,4,1601369982735,10,2,XYGaze,544.837887725962,142.878155879626
block_1,1,110519,117790,1,testing,4,1601369982788,10,2,XYGaze,412.199655393406,177.834545600589
block_1,1,110519,117790,1,testing,4,1601369982863,10,2,XYGaze,498.765978968095,135.225192012476
block_1,1,110519,117790,1,testing,4,1601369982932,10,2,XYGaze,381.588398662416,177.617222364678
block_1,1,110519,117790,1,testing,4,1601369983017,10,2,XYGaze,473.986500659704,137.801336206773
block_1,1,110519,117790,1,testing,4,1601369983069,10,2,XYGaze,374.198976562751,154.021471464534
block_1,1,110519,117790,1,testing,4,1601369983120,10,2,XYGaze,494.514843153971,132.205512870449
block_1,1,110519,117790,1,testing,4,1601369983173,10,2,XYGaze,446.143170878935,133.51159107543
block_1,1,110519,117790,1,testing,4,1601369983222,10,2,XYGaze,454.599740926899,117.275289902115
block_1,1,110519,117790,1,testing,4,1601369983271,10,2,XYGaze,406.832904747082,126.97801964274
block_1,1,110519,117790,1,testing,4,1601369983324,10,2,XYGaze,431.148429303371,128.229739262256
block_1,1,110519,117790,1,testing,4,1601369983374,10,2,XYGaze,415.858855747482,149.80787557287
block_1,1,110519,117790,1,testing,4,1601369983422,10,2,XYGaze,500.639947454033,123.801208912581
block_1,1,110519,117790,1,testing,4,1601369983476,10,2,XYGaze,405.034395718058,136.746662987507
block_1,1,110519,117790,1,testing,4,1601369983520,10,2,XYGaze,425.446076966054,116.651957752693
block_1,1,110519,117790,1,testing,4,1601369983574,10,2,XYGaze,426.393057658141,135.373921213228
block_1,1,110519,117790,1,testing,4,1601369983616,10,2,XYGaze,414.486771350067,129.215387910812
block_1,1,110519,117790,1,testing,4,1601369983675,10,2,XYGaze,450.894258772583,135.034186998194
block_1,1,110519,117790,1,testing,4,1601369983715,10,2,XYGaze,430.423777787445,139.185688552705
block_1,1,110519,117790,1,testing,4,1601369983755,10,2,XYGaze,375.113119274406,129.495069360504
block_1,1,110519,117790,1,testing,4,1601369983804,10,2,XYGaze,415.68769703331,133.128608869814
block_1,1,110519,117790,1,testing,4,1601369983855,10,2,XYGaze,425.109765431499,117.539138754099
block_1,1,110519,117790,1,testing,4,1601369983907,10,2,XYGaze,439.458623436305,120.713185723781
block_1,1,110519,117790,1,testing,4,1601369983955,10,2,XYGaze,418.598481543516,125.902777934696
block_1,1,110519,117790,1,testing,4,1601369984009,10,2,XYGaze,409.644971621753,114.49998829454
block_1,1,110519,117790,1,testing,4,1601369984054,10,2,XYGaze,403.856882527255,127.995847351725
block_1,1,110519,117790,1,testing,4,1601369984111,10,2,XYGaze,402.719700795877,137.136950409259
block_1,1,110519,117790,1,testing,4,1601369984156,10,2,XYGaze,446.457316776699,134.482434856305
block_1,1,110519,117790,1,testing,4,1601369984207,10,2,XYGaze,420.670922289379,124.108708514211
block_1,1,110519,117790,1,testing,4,1601369984254,10,2,XYGaze,424.586184820191,131.009985084554
block_1,1,110519,117790,1,testing,4,1601369984337,10,2,XYGaze,416.48355511733,134.93316391422
block_1,1,110519,117790,1,testing,4,1601369984387,10,2,XYGaze,397.822051810617,127.8428266837
block_1,1,110519,117790,1,testing,4,1601369984438,10,2,XYGaze,422.832821841709,126.284662969067
block_1,1,110519,117790,1,testing,4,1601369984501,10,2,XYGaze,399.854401826611,136.586600979974
block_1,1,110519,117790,1,testing,4,1601369984553,10,2,XYGaze,418.307939487326,126.335868923234
block_1,1,110519,117790,1,testing,4,1601369984631,10,2,XYGaze,445.816457663849,130.55810330242
block_1,1,110519,117790,1,testing,4,1601369984676,10,2,XYGaze,436.510346840922,125.34945642128
block_1,1,110519,117790,1,testing,4,1601369984733,10,2,XYGaze,396.640637566499,148.413537579787
block_1,1,110519,117790,1,testing,4,1601369984788,10,2,XYGaze,432.86462734197,138.339088999109
block_1,1,110519,117790,1,testing,4,1601369984873,10,2,XYGaze,421.957103270691,118.538953411131
block_1,1,110519,117790,1,testing,4,1601369984926,10,2,XYGaze,446.55729978554,126.795736445441
block_1,1,110519,117790,1,testing,4,1601369984978,10,2,XYGaze,423.438497404096,133.071167094269
block_1,1,110519,117790,1,testing,4,1601369985020,10,2,XYGaze,398.461022122337,141.163568877285
block_1,1,110519,117790,1,testing,4,1601369985075,10,2,XYGaze,481.335541919522,116.86564226878
block_1,1,110519,117790,1,testing,4,1601369985133,10,2,XYGaze,433.18875425747,131.346136132738
block_1,1,110519,117790,1,testing,4,1601369985185,10,2,XYGaze,416.242128063076,126.958562213451
block_1,1,110519,117790,1,testing,4,1601369985238,10,2,XYGaze,456.074703260378,117.527653176639
block_1,1,110519,117790,1,testing,4,1601369985288,10,2,XYGaze,457.658438317761,121.434596649532
block_1,1,110519,117790,1,testing,4,1601369985352,10,2,XYGaze,429.668652378777,125.473700648559
block_1,1,110519,117790,1,testing,4,1601369985410,10,2,XYGaze,425.531566821126,124.339253358033
block_1,1,110519,117790,1,testing,4,1601369985482,10,2,XYGaze,424.644348784404,136.493383088906
block_1,1,110519,117790,1,testing,4,1601369985535,10,2,XYGaze,452.465303061589,140.571874146792
block_1,1,110519,117790,1,testing,4,1601369985590,10,2,XYGaze,442.84204648028,130.423665104336
block_1,1,110519,117790,1,testing,4,1601369985644,10,2,XYGaze,444.467403060605,127.048058055233
block_1,1,110519,117790,1,testing,4,1601369985690,10,2,XYGaze,419.205385443893,130.695346925711
block_1,1,110519,117790,1,testing,4,1601369985744,10,2,XYGaze,434.518260386273,126.45736327828
block_1,1,110519,117790,1,testing,4,1601369985795,10,2,XYGaze,420.397144886357,107.612593023679
block_1,1,110519,117790,1,testing,4,1601369985840,10,2,XYGaze,429.209105829311,137.409132207404
block_1,1,110519,117790,1,testing,4,1601369985894,10,2,XYGaze,416.975859404042,119.416440418501
block_1,1,110519,117790,1,testing,4,1601369985942,10,2,XYGaze,397.719846682799,119.940888273465
block_1,1,110519,117790,1,testing,4,1601369985990,10,2,XYGaze,460.953643238365,113.344083667646
block_1,1,110519,117790,1,testing,4,1601369986041,10,2,XYGaze,401.815286027297,139.049930971479
block_1,1,110519,117790,1,testing,4,1601369986092,10,2,XYGaze,438.465089351658,118.368627991575
block_1,1,110519,117790,1,testing,4,1601369986104,1,3,XYGaze,,
block_1,1,110519,117790,1,testing,4,1601369996142,1,3,XYGaze,646.229003982374,346.950292194618
block_1,1,110519,117790,1,testing,4,1601369996201,1,3,XYGaze,655.552348572476,351.501108529224
block_1,1,110519,117790,1,testing,4,1601369996301,1,3,XYGaze,594.715027089983,326.791096900631
block_1,1,110519,117790,1,testing,4,1601369996355,1,3,XYGaze,388.25557036916,246.722032402592
block_1,1,110519,117790,1,testing,4,1601369996402,1,3,XYGaze,350.141328913696,170.929380322037
block_1,1,110519,117790,1,testing,4,1601369996460,1,3,XYGaze,341.214459729441,195.012594684429
block_1,1,110519,117790,1,testing,4,1601369996505,1,3,XYGaze,265.596269450329,197.137384849849
block_1,1,110519,117790,1,testing,4,1601369996551,1,3,XYGaze,316.958574377462,194.049028343203
block_1,1,110519,117790,1,testing,4,1601369996602,1,3,XYGaze,289.018193550391,189.255903822443
block_1,1,110519,117790,1,testing,4,1601369996652,1,3,XYGaze,329.519027822035,178.99371396473
block_1,1,110519,117790,1,testing,4,1601369996698,1,3,XYGaze,298.107573702467,205.096945582796
block_1,1,110519,117790,1,testing,4,1601369996752,1,3,XYGaze,308.269570684547,206.454306127284
block_1,1,110519,117790,1,testing,4,1601369996810,1,3,XYGaze,278.693858431966,193.432376438954
block_1,1,110519,117790,1,testing,4,1601369996854,1,3,XYGaze,310.274440495863,177.137786307234
block_1,1,110519,117790,1,testing,4,1601369996912,1,3,XYGaze,298.732211346788,201.674292108486
block_1,1,110519,117790,1,testing,4,1601369996949,1,3,XYGaze,325.866358028729,195.544389420259
block_1,1,110519,117790,1,testing,4,1601369997009,1,3,XYGaze,292.808437198559,185.022600513106
block_1,1,110519,117790,1,testing,4,1601369997047,1,3,XYGaze,344.105584659257,172.416950094432
block_1,1,110519,117790,1,testing,4,1601369997104,1,3,XYGaze,252.434955034484,196.369663575801
block_1,1,110519,117790,1,testing,4,1601369997147,1,3,XYGaze,327.852537350432,187.68143530982
block_1,1,110519,117790,1,testing,4,1601369997208,1,3,XYGaze,271.070854592545,211.656946343065
block_1,1,110519,117790,1,testing,4,1601369997249,1,3,XYGaze,337.337355919499,200.752452995167
block_1,1,110519,117790,1,testing,4,1601369997304,1,3,XYGaze,298.997112619009,208.974508476346
block_1,1,110519,117790,1,testing,4,1601369997347,1,3,XYGaze,349.190261991713,169.870248976574
block_1,1,110519,117790,1,testing,4,1601369997406,1,3,XYGaze,288.431208477618,186.496087606486
block_1,1,110519,117790,1,testing,4,1601369997448,1,3,XYGaze,299.113107229588,182.991111568215
block_1,1,110519,117790,1,testing,4,1601369997506,1,3,XYGaze,312.490288158903,191.061250496734
block_1,1,110519,117790,1,testing,4,1601369997550,1,3,XYGaze,318.346509890244,185.846631670845
block_1,1,110519,117790,1,testing,4,1601369997602,1,3,XYGaze,285.496283113752,209.275806977207
block_1,1,110519,117790,1,testing,4,1601369997678,1,3,XYGaze,359.506202438448,161.34957542555
block_1,1,110519,117790,1,testing,4,1601369997740,1,3,XYGaze,269.851108796081,208.477344075942
block_1,1,110519,117790,1,testing,4,1601369997820,1,3,XYGaze,286.886539506354,203.702378433694
block_1,1,110519,117790,1,testing,4,1601369997871,1,3,XYGaze,321.709415369002,184.398935045837
block_1,1,110519,117790,1,testing,4,1601369997921,1,3,XYGaze,309.000944110377,216.328659838241
block_1,1,110519,117790,1,testing,4,1601369997971,1,3,XYGaze,300.209772324959,187.588592401329
block_1,1,110519,117790,1,testing,4,1601369998020,1,3,XYGaze,306.933731516661,189.527766190986
block_1,1,110519,117790,1,testing,4,1601369998070,1,3,XYGaze,318.824685203796,179.453775922347
block_1,1,110519,117790,1,testing,4,1601369998133,1,3,XYGaze,293.881646593622,192.332246998372
block_1,1,110519,117790,1,testing,4,1601369998190,1,3,XYGaze,310.80177401922,184.501055301055
block_1,1,110519,117790,1,testing,4,1601369998256,1,3,XYGaze,296.991576172,187.161987222554
block_1,1,110519,117790,1,testing,4,1601369998314,1,3,XYGaze,304.508214583074,201.704853188536
block_1,1,110519,117790,1,testing,4,1601369998373,1,3,XYGaze,280.042388368229,188.679541712889
block_1,1,110519,117790,1,testing,4,1601369998417,1,3,XYGaze,296.918542528302,170.35990678131
block_1,1,110519,117790,1,testing,4,1601369998479,1,3,XYGaze,307.348872721911,184.124392246279
block_1,1,110519,117790,1,testing,4,1601369998534,1,3,XYGaze,319.366413120079,174.429370480855
block_1,1,110519,117790,1,testing,4,1601369998588,1,3,XYGaze,325.198314993732,197.226339050131
block_1,1,110519,117790,1,testing,4,1601369998662,1,3,XYGaze,295.664205746436,205.386883500389
block_1,1,110519,117790,1,testing,4,1601369998700,1,3,XYGaze,319.641141096219,188.794591922902
block_1,1,110519,117790,1,testing,4,1601369998754,1,3,XYGaze,282.736337274188,180.36769179269
block_1,1,110519,117790,1,testing,4,1601369998820,1,3,XYGaze,321.26580635064,187.013244133558
block_1,1,110519,117790,1,testing,4,1601369998870,1,3,XYGaze,294.297750717095,171.64794415785
block_1,1,110519,117790,1,testing,4,1601369998923,1,3,XYGaze,355.151022075797,162.37034744218
block_1,1,110519,117790,1,testing,4,1601369998972,1,3,XYGaze,274.266706104684,189.124409932003
block_1,1,110519,117790,1,testing,4,1601369999024,1,3,XYGaze,345.866539877576,171.193812480252
block_1,1,110519,117790,1,testing,4,1601369999075,1,3,XYGaze,268.589068668429,188.63904359454
block_1,1,110519,117790,1,testing,4,1601369999125,1,3,XYGaze,351.760389490254,179.642378270486
block_1,1,110519,117790,1,testing,4,1601369999172,1,3,XYGaze,262.337531971151,172.702659041848
block_1,1,110519,117790,1,testing,4,1601369999221,1,3,XYGaze,338.706033067817,172.332912332386
block_1,1,110519,117790,1,testing,4,1601369999275,1,3,XYGaze,275.229895920195,190.83108063549
block_1,1,110519,117790,1,testing,4,1601369999322,1,3,XYGaze,330.590953326134,178.057715787058
block_1,1,110519,117790,1,testing,4,1601369999373,1,3,XYGaze,305.646038259935,175.283344691804
block_1,1,110519,117790,1,testing,4,1601369999422,1,3,XYGaze,328.001197109966,176.159512316032
block_1,1,110519,117790,1,testing,4,1601369999479,1,3,XYGaze,314.416198675918,183.803559930789
